passed,Molecular mass,LogP,H-Donors,H-Acceptors,molecule_name,canonical_smiles,pIC50
True,454.50500000000017,5.590520000000005,4,5,CHEMBL4062877,Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3cc(F)ccc3O)cc12,9.397940008672036
True,416.89300000000014,5.2246000000000015,0,6,CHEMBL4083815,O=c1c2ccccc2nc(-c2ccccc2)n1-c1nnc(-c2ccccc2Cl)s1,5.140861702705469
True,473.4390000000002,4.740020000000002,2,6,CHEMBL4066684,Cc1cc(=O)n(-c2ccc(F)cc2)nc1C(=O)Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,6.139482322538254
True,418.4560000000001,6.252600000000004,3,4,CHEMBL4071494,Oc1ccc(-c2nc(-c3ccco3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)cc1,5.886056647693163
True,446.4850000000001,6.798700000000005,3,3,CHEMBL4097627,Oc1cccc(-c2nc(-c3ccc(F)cc3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)c1,6.106793246940152
True,412.4680000000001,5.351000000000004,3,3,CHEMBL4101719,OCCCc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]c(-c4ccccc4)cc23)[nH]1,8.1890957193313
True,427.4860000000002,2.3469,1,8,CHEMBL4095253,C=CS(=O)(=O)N1CCC[C@@H]1Cn1cc(-c2ccc3c(c2)OCO3)c2c(N)ncnc21,6.1919917000896
True,360.28000000000026,5.076200000000002,1,4,CHEMBL4171764,Brc1cccc(Nc2ncnc3sc4c(c23)CCCC4)c1,8.58335949266172
True,381.8670000000001,4.061100000000003,2,5,CHEMBL4167162,O=C(CN1CCCC1)Nc1ccc2ncnc(Nc3ccc(Cl)cc3)c2c1,7.494850021680094
True,328.37500000000006,4.009500000000003,2,5,CHEMBL1328065,Oc1ccccc1-c1nc(NCc2cccnc2)c2ccccc2n1,4.614393726401688
True,491.4790000000002,4.868420000000002,1,8,CHEMBL4215703,Cc1cc(=O)n(-c2ccc(F)cc2)nc1C(=O)Nc1ccc(Oc2ncnc3ccsc23)c(F)c1,5.161150909262744
True,506.6580000000003,4.882000000000005,2,8,CHEMBL3809489,Nc1nc(Nc2ccc3c(c2)CC[C@@H](N2CCCC2)CC3)nn1-c1cc2c(nn1)-c1ccccc1CCC2,5.4089353929735005
True,328.79900000000004,3.154700000000001,3,2,CHEMBL4214496,O=C(NC(CO)Cc1ccccc1)c1cc2cc(Cl)ccc2[nH]1,6.096910013008056
True,487.9440000000002,4.998100000000004,2,7,CHEMBL4207750,CCS(=O)(=O)Nc1cc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cnc1OC,8.619788758288394
True,481.6080000000001,4.259000000000003,2,9,CHEMBL4209801,CN1CCN(c2ccc(Nc3cc4c(N5CCCC5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,8.638272163982407
True,284.34400000000005,3.0242000000000004,2,6,CHEMBL4246256,Oc1cccc(Nc2nnnc3sc4c(c23)CCC4)c1,4.283078926833239
True,336.247,5.070800000000003,1,3,CHEMBL4238771,Clc1ccc(SCc2n[nH]c(-c3ccc(Cl)cc3)n2)cc1,4.341988603342887
True,427.8190000000002,5.344520000000003,2,6,CHEMBL4293326,Cc1oc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1C(=O)O,6.021819483062586
True,401.4480000000001,2.6284,3,8,CHEMBL4276965,COc1ccc(OC)c(Nc2cc(Nc3ccc(S(N)(=O)=O)cc3)ncn2)c1,6.108462542327436
True,364.4050000000001,4.149100000000002,2,7,CHEMBL4292110,CCOC(=O)c1ccc(Nc2cc(Nc3cccc(OC)c3)ncn2)cc1,5.925183559354825
True,354.37300000000005,3.276180000000001,2,7,CHEMBL4218431,N#Cc1ccc(O)c(-c2nc(NCc3cnccn3)c3ccccc3n2)c1,7.069560405233299
True,349.41500000000013,3.478900000000002,1,4,CHEMBL4284413,O=C(Nc1nccs1)C(c1ccccc1)N1Cc2ccccc2C1=O,7.619788758288394
True,401.289,3.6246000000000023,0,5,CHEMBL4280817,O=C1CSC(N2N=C(c3ccncc3)CC2c2ccc(Br)cc2)=N1,8.045757490560675
True,277.35200000000003,4.124800000000003,0,4,CHEMBL4286998,c1ccc(-c2nc3sc(-c4ccccc4)cn3n2)cc1,5.008773924307505
True,506.6050000000003,4.719120000000004,1,8,CHEMBL4448494,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C(C)C,5.705533773838407
True,396.53400000000033,6.672120000000006,0,3,CHEMBL4578764,Cc1ccc(C2=NN(c3ccccc3)C(c3ccc(OC4CCCC4)cc3)C2)cc1,5.665546248849069
True,298.77700000000004,4.233700000000002,2,3,CHEMBL75177,Clc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,7.5376020021010435
True,386.4550000000001,3.543400000000002,2,4,CHEMBL4444231,CC(C)(O)Cn1/c(=N/C(=O)c2cccc(-c3cccnc3)c2)[nH]c2ccccc21,6.761953896871205
True,417.46900000000016,2.947000000000001,2,6,CHEMBL4532034,COc1ccncc1-c1cc(C(=O)/N=c2\[nH]c3ccccc3n2CC(C)(C)O)ccn1,7.920818753952375
True,491.6100000000002,6.911200000000005,1,3,CHEMBL4446681,CN(CCc1ccc(-c2ccccc2)cc1)Cc1cn(C)c2ccc(C(=O)Nc3ccc(F)cc3)cc12,5.0
True,290.323,2.15742,1,5,CHEMBL4441392,Cc1cc(=O)n2nc(SCc3ccc(F)cc3)nc2[nH]1,7.251811972993799
True,288.286,1.6397999999999997,4,6,CHEMBL4553708,OCCNc1nc(Nc2cccc(F)c2)c2cn[nH]c2n1,4.179798540514359
True,517.0110000000002,4.337500000000002,3,8,CHEMBL4465558,COc1cc(N2CCNC2=O)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,6.116338564846383
True,356.45400000000006,5.891620000000002,2,4,CHEMBL80302,Cc1cc2cc(Nc3ncnc4cc(-c5ccccc5)sc34)ccc2[nH]1,7.0
True,466.9290000000002,4.932700000000003,4,7,CHEMBL4462528,COc1cc(NC(=O)C2CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NC(C)=O)n1,6.209714835966758
True,434.2830000000001,5.188200000000003,3,6,CHEMBL4439933,COc1cc(Nc2cc(NC(=O)Nc3c(Cl)cccc3Cl)ncn2)cc(OC)c1,6.501689446210399
True,407.4000000000002,1.6888999999999996,2,7,CHEMBL4635625,C[C@@H]1[C@@H]2CN(c3nc(Nc4cnn(C)c4)ncc3F)C[C@]12NC(=O)[C@@H]1CC1(F)F,5.386158178123931
True,449.4860000000002,4.399500000000002,4,6,CHEMBL4642177,CCC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4c(CCO)cccc34)n2)c(OC)cc1F,6.681936665037238
True,463.51300000000015,4.720500000000003,3,7,CHEMBL4639459,CCC(=O)Nc1cc(Nc2nccc(-c3cn(CCCO)c4ccccc34)n2)c(OC)cc1F,6.3743789185750925
True,455.5000000000002,2.0043,3,10,CHEMBL4745877,COc1ncc(-c2ccc3ncnc(Nc4cnn(CCO)c4)c3c2)cc1NS(C)(=O)=O,5.598599459218456
True,371.7780000000001,4.799120000000002,1,5,CHEMBL4792279,Cc1nn(-c2ccc(F)cc2)c2ncnc(Nc3ccc(F)c(Cl)c3)c12,6.730487055782084
True,468.9450000000003,3.8220000000000023,3,8,CHEMBL458997,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,6.259637310505756
True,279.343,3.7147200000000025,0,4,CHEMBL492399,COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1,8.55284196865778
True,330.3910000000001,3.770400000000002,3,4,CHEMBL4780286,OC[C@@H](Nc1ncnc2[nH]c(-c3ccccc3)cc12)c1ccccc1,9.096910013008056
True,469.5450000000002,4.953340000000003,2,7,CHEMBL483321,COCC(=O)NC/C=C/c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,5.1938200260161125
True,498.4910000000002,4.896800000000004,4,8,CHEMBL4741925,COc1ccc(-c2c3c4cc(OC)c(O)cc4[nH]c(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O,6.511872503752541
True,332.98300000000006,1.94372,1,4,CHEMBL4871569,Cc1nc2c(Br)cc(Br)cc2c(=O)n1N,7.142667503568732
True,486.55100000000033,4.407100000000003,2,7,CHEMBL4869634,CC(C)Oc1cc(F)ccc1Nc1ncnc2ccc(-c3ccc(C(=O)N4CCNCC4)cc3)nc12,5.705533773838407
True,346.8170000000001,6.004400000000004,2,3,CHEMBL4873767,Oc1cc(Nc2ccnc3cc(-c4ccccc4)ccc23)ccc1Cl,7.0
True,462.55600000000015,4.502300000000004,0,8,CHEMBL4860202,CS(=O)(=O)c1nccc(-c2c(-c3cccc(OCc4ccccc4)c3)nc3sccn23)n1,5.0034883278458215
True,384.46400000000006,5.098800000000004,0,6,CHEMBL4866102,c1ccc(COc2cccc(-c3nc4sccn4c3-c3ccncn3)c2)cc1,5.361111575294925
True,372.4240000000001,4.374700000000003,2,5,CHEMBL4872030,COc1ccc(C(Nc2ccccc2)n2c(=O)ccc3cc(O)ccc32)cc1,4.8458804744841535
True,470.3810000000001,4.973500000000001,2,9,CHEMBL4647325,Nc1nc(Nc2nnc3c4ccccc4nc(Sc4ccc(Br)cc4)n23)cs1,6.161150909262744
True,377.297,4.679100000000003,1,4,CHEMBL4878790,O=C(Nc1cncnc1Oc1cccc(C(F)(F)F)c1)c1ccc(F)cc1,5.525783735923745
True,309.3690000000001,3.8201000000000023,1,5,CHEMBL1714813,COc1cc2ncnc(N[C@H](C)c3ccccc3)c2cc1OC,9.0
True,422.4550000000002,3.622600000000001,3,6,CHEMBL5092606,CN(C)C(=O)c1ccc(Nc2ncc(C(F)(F)F)c(N[C@H]3CC[C@@H](N)CC3)n2)cc1,5.146484303243072
True,357.4380000000001,4.883400000000003,1,4,CHEMBL5173408,O=C(Cc1csc2nc3ccccc3n12)Nc1cccc2ccccc12,7.054039296422431
True,289.136,3.4640000000000004,2,3,CHEMBL5181237,Brc1cccc(Nc2ncnc3[nH]ccc23)c1,8.424812155072338
True,371.7780000000001,4.799120000000002,1,5,CHEMBL5187375,Cc1nn(-c2ccc(F)cc2)c2c(Nc3ccc(F)c(Cl)c3)ncnc12,6.7447274948966935
True,307.151,2.2072000000000003,2,3,CHEMBL5198368,CC1=NNC2=NC(=O)NC(c3ccccc3Br)C12,7.045757490560675
True,571.705,4.785200000000004,3,10,CHEMBL4209019,CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCC(CO)CC5)nc(Nc5ccc(F)cc5)nc4cn3)nc2)CC1,8.958607314841775
True,439.9430000000003,6.685200000000004,1,5,CHEMBL5206805,Fc1cccc(COc2ccc(Nc3ncnc4sc5c(c34)CCCC5)cc2Cl)c1,6.698970004336019
True,355.463,4.055320000000003,1,5,CHEMBL5194543,Cc1ccc(-c2c(CN3CCCCC3)nc3scc(C(=O)O)n23)cc1,6.7447274948966935
True,483.4130000000001,6.720700000000005,1,4,CHEMBL5202119,CCc1ccc(Cn2cc(-c3cc(-c4ccc(Br)cc4)nc(N)n3)c3ccccc32)cc1,7.013228265733755
True,334.39300000000014,3.157000000000002,0,5,CHEMBL5201532,COc1cc(/C=C/S(=O)(=O)c2ccccc2)cc(OC)c1OC,8.105130343254748
True,323.37700000000007,3.4358000000000013,2,5,CHEMBL5185952,O=C(Cc1csc2nc3ccccc3n12)Nc1cccc(O)c1,4.259637310505756
True,308.333,3.9910000000000014,0,4,CHEMBL5192793,COc1ccc(-c2cc(=O)cc(-c3ccc(OC)cc3)o2)cc1,9.82390874094432
True,369.2220000000001,4.625800000000003,2,4,CHEMBL153206,COc1ccc2[nH]c3ncnc(Nc4cccc(Br)c4)c3c2c1,8.920818753952375
True,551.6550000000001,4.427600000000003,2,10,CHEMBL5188618,COc1cc(N(C)CCN(C)C)c(NC(=O)c2cnccn2)cc1Nc1nccc(-c2cn(C)c3ccccc23)n1,6.649751981665837
True,385.47200000000015,1.7561999999999995,4,8,CHEMBL5209276,CNC(=O)c1cnc(Nc2ccnc(N3CCC(O)CC3)n2)cc1NC(C)C,6.537602002101044
True,425.5120000000002,3.6277000000000017,3,8,CHEMBL5185287,CNc1ncc(C(C)C)c2cc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)ncc12,5.0
True,556.7080000000003,4.324300000000004,1,9,CHEMBL5095169,CO[C@@H]1CCN(c2nccc(Nc3cc4c(C(C)C)ccc(N5C[C@H](CS(C)(=O)=O)[C@H]5C)c4cn3)n2)C[C@@H]1F,8.130768280269024
True,446.4850000000001,6.798700000000005,3,3,CHEMBL2179119,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)cc1,6.0
True,354.37300000000005,3.276180000000001,2,7,CHEMBL5179288,N#Cc1ccc(O)c(-c2nc(NCc3ncccn3)c3ccccc3n2)c1,5.920818753952375
True,480.53200000000027,5.093520000000003,2,10,CHEMBL3989868,Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,6.347753658996677
True,610.1840000000001,4.527800000000003,1,10,CHEMBL5194174,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(-c2cn(S(C)(=O)=O)c3ccccc23)n1,8.721246399047171
True,372.4280000000001,4.649000000000004,2,4,CHEMBL5218821,CCC(=O)Nc1cccc(-c2c(-c3ccccc3)[nH]c3ncnc(OC)c23)c1,5.919734372660155
True,448.50100000000015,6.359700000000005,3,4,CHEMBL5218780,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccnc4c3CC(c3ccccc3)N4)[nH]2)cc1,6.03810452633215
True,601.177,4.213500000000002,3,10,CHEMBL5172794,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1,6.366531544420414
True,278.355,3.952820000000002,0,3,CHEMBL268501,Cc1ccc2c(-c3ccccc3)nc(=O)n(C(C)C)c2c1,8.698970004336019
True,352.42300000000023,2.8204800000000008,3,6,CHEMBL5221067,N#Cc1c(NC(=O)CNc2n[nH]c3ncccc23)sc2c1CCCC2,9.327902142064282
True,448.2800000000001,4.095100000000002,1,6,CHEMBL5288191,COc1nc2ccccc2cc1-c1nc2c(cnn2-c2ccc(Br)cc2)c(=O)[nH]1,5.23455498190985
True,483.5530000000002,4.324420000000003,1,8,CHEMBL5266387,Cc1ccc2c(=O)n(Cc3ccccc3)c(SCc3cn(-c4ccc(C(=O)O)cc4)nn3)nc2c1,7.411168274405793
True,440.8900000000002,5.633500000000004,0,6,CHEMBL5291481,O=c1c2ccc(Cl)cc2nc(-c2ccccc2)n1-c1nnc(-c2ccccc2C2CC2)o1,6.991399828238082
True,330.75,3.970200000000001,2,5,CHEMBL5269391,Fc1ccc(Nc2ncnc3ccc4c(c23)OCCN4)cc1Cl,7.059135024033278
True,465.5600000000002,4.880900000000003,2,8,CHEMBL5273124,CCOc1ccc2nc(NC(=O)CSc3nnc(Cc4c[nH]c5ccccc45)o3)sc2c1,5.552841968657781
True,443.55100000000016,3.677500000000002,2,7,CHEMBL475584,COc1cccc(-c2cn(-c3ccc(CCN4CCC(O)CC4)cc3)c3ncnc(N)c23)c1,6.823908740944319
True,295.302,1.6193999999999995,1,7,CHEMBL4216765,COc1ccc(C(=O)n2nc(-c3cccnc3)nc2N)cc1,5.443697499232713
True,454.5740000000004,5.769600000000007,1,6,CHEMBL5288957,COc1cc2c(Nc3ccc(-c4ccccc4)cc3)ncnc2cc1OCC1CCN(C)CC1,6.215382707367125
True,439.50500000000017,2.3318000000000003,2,11,CHEMBL5280555,CC(C)n1nc(N)c2cnc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)cc21,5.4089353929735005
True,514.6300000000003,4.704500000000004,1,9,CHEMBL5275642,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(C(=O)OC(C)C)c(-c2cn(C)c3ccccc23)n1,9.769551078621726
True,240.266,2.486920000000001,2,5,CHEMBL185853,Cc1ccc(Nc2ncnn3cccc23)cc1O,5.841637507904751
True,344.41800000000006,3.7536000000000014,2,4,CHEMBL5431583,CN(Cc1ccccc1)c1ncnc2[nH]c(-c3ccc(CO)cc3)cc12,7.698970004336019
True,546.6570000000003,3.9094000000000033,2,10,CHEMBL5407309,CCS(=O)(=O)n1cc(-c2ccnc(Nc3cc(NC(C)=O)c4c(cnn4CCN(C)C)c3)n2)c2ccccc21,5.97469413473523
True,358.44500000000016,4.062020000000002,2,4,CHEMBL5406924,Cc1cccc(CN(C)c2ncnc3[nH]c(-c4ccc(CO)cc4)cc23)c1,6.928117992693875
True,375.23,1.2845700000000009,3,7,CHEMBL5400975,CC1=NNC2Oc3ncn(N)c(=N)c3C(c3ccccc3Br)C12,7.221848749616356
True,386.5030000000002,3.609200000000002,1,6,CHEMBL5425121,c1ccc2c(c1)CCN2c1ncnc2cc3c(cc12)NCN3CCN1CCCC1,7.494850021680094
True,384.4990000000001,3.808340000000002,3,3,CHEMBL5405436,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\CNc3ccc(F)cc32)c1C,5.229147988357856
True,441.5140000000001,4.728300000000004,1,7,CHEMBL5420857,CN(C)CCn1ccc2cc(Nc3nccc(-n4ccnc4-c4ccc(F)cc4)n3)ccc21,7.769551078621726
True,412.47800000000007,4.096000000000004,1,7,CHEMBL2093753,O=C(Cc1cccs1)Nc1cccc(-c2ccc3nnc(-c4cccnc4)n3n2)c1,7.102372908709558
True,359.42900000000014,4.973300000000004,1,5,CHEMBL5412768,COc1cc2ncnc(N[C@H](C)c3cccc4ccccc34)c2cc1OC,6.236572006437063
True,607.117,4.614200000000003,2,9,CHEMBL5398753,O=C(CSc1nc2ccccc2c(=O)n1CCc1ccccc1)Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,7.008773924307505
